distance,hour,fare
0.0,15,4.651742
0.01,15,4.6534424
0.02,15,4.655143
0.03,15,4.656843
0.04,15,4.658544
0.05,15,4.660244
0.06,15,4.661945
0.07,15,4.6636457
0.08,15,4.665346
0.09,15,4.6670465
0.1,15,4.668747
0.11,15,4.670448
0.12,15,4.672148
0.13,15,4.6738486
0.14,15,4.675549
0.15,15,4.6772695
0.16,15,4.6802077
0.17,15,4.6831455
0.18,15,4.686084
0.19,15,4.689022
0.2,15,4.693266
0.21,15,4.6981525
0.22,15,4.703039
0.23,15,4.7079253
0.24,15,4.7128115
0.25,15,4.717698
0.26,15,4.722584
0.27,15,4.7274704
0.28,15,4.7323575
0.29,15,4.7372437
0.3,15,4.7421308
0.31,15,4.747017
0.32,15,4.7519035
0.33,15,4.756789
0.34,15,4.761677
0.35,15,4.7665625
0.36,15,4.771448
0.37,15,4.7765045
0.38,15,4.782949
0.39,15,4.7893934
0.4,15,4.795838
0.41,15,4.802283
0.42,15,4.808715
0.43,15,4.8151474
0.44,15,4.82158
0.45,15,4.828012
0.46,15,4.834444
0.47,15,4.8409834
0.48,15,4.8476725
0.49,15,4.854362
0.5,15,4.861051
0.51,15,4.8677406
0.52,15,4.87443
0.53,15,4.8811193
0.54,15,4.8878083
0.55,15,4.8944974
0.56,15,4.901186
0.57,15,4.907876
0.58,15,4.914566
0.59,15,4.9212546
0.6,15,4.9279437
0.61,15,4.9346333
0.62,15,4.9413223
0.63,15,4.9480114
0.64,15,4.9547005
0.65,15,4.9613905
0.66,15,4.970886
0.67,15,4.980525
0.68,15,4.9901648
0.69,15,4.9998055
0.7,15,5.0094447
0.71,15,5.0190845
0.72,15,5.028725
0.73,15,5.0383654
0.74,15,5.053309
0.75,15,5.068737
0.76,15,5.084164
0.77,15,5.0995913
0.78,15,5.115018
0.79,15,5.1304455
0.8,15,5.1458716
0.81,15,5.161299
0.82,15,5.178301
0.83,15,5.206194
0.84,15,5.2340884
0.85,15,5.2619815
0.86,15,5.289876
0.87,15,5.317769
0.88,15,5.3456635
0.89,15,5.3735576
0.9,15,5.401451
0.91,15,5.429345
0.92,15,5.4572387
0.93,15,5.485132
0.94,15,5.513026
0.95,15,5.5409207
0.96,15,5.568814
0.97,15,5.5967093
0.98,15,5.624602
0.99,15,5.6525393
1.0,15,5.6814065
1.01,15,5.7097526
1.02,15,5.734216
1.03,15,5.7586803
1.04,15,5.783143
1.05,15,5.807607
1.06,15,5.8320704
1.07,15,5.856534
1.08,15,5.880997
1.09,15,5.9054604
1.1,15,5.929924
1.11,15,5.954388
1.12,15,5.978852
1.13,15,6.003316
1.14,15,6.027779
1.15,15,6.052243
1.16,15,6.0767055
1.17,15,6.101169
1.18,15,6.125633
1.19,15,6.1500964
1.2,15,6.175489
1.21,15,6.203652
1.22,15,6.2315073
1.23,15,6.2584906
1.24,15,6.285473
1.25,15,6.312455
1.26,15,6.341361
1.27,15,6.3702807
1.28,15,6.3991985
1.29,15,6.4281187
1.3,15,6.4570374
1.31,15,6.485956
1.32,15,6.514876
1.33,15,6.5452633
1.34,15,6.575802
1.35,15,6.6063404
1.36,15,6.6368794
1.37,15,6.667419
1.38,15,6.697957
1.39,15,6.7284956
1.4,15,6.759035
1.41,15,6.789573
1.42,15,6.8200846
1.43,15,6.8505573
1.44,15,6.8810325
1.45,15,6.9115067
1.46,15,6.9419804
1.47,15,6.972455
1.48,15,7.002928
1.49,15,7.033403
1.5,15,7.063877
1.51,15,7.094366
1.52,15,7.124902
1.53,15,7.1554394
1.54,15,7.185976
1.55,15,7.2165127
1.56,15,7.2470493
1.57,15,7.277586
1.58,15,7.3081226
1.59,15,7.3386593
1.6,15,7.369196
1.61,15,7.3972187
1.62,15,7.4244223
1.63,15,7.4516244
1.64,15,7.4788256
1.65,15,7.5061836
1.66,15,7.534131
1.67,15,7.5620785
1.68,15,7.590026
1.69,15,7.617975
1.7,15,7.6459227
1.71,15,7.673871
1.72,15,7.701819
1.73,15,7.729767
1.74,15,7.757715
1.75,15,7.785663
1.76,15,7.81361
1.77,15,7.841559
