distance,hour,fare
0.0,23,5.1018505
0.01,23,5.100471
0.02,23,5.0990906
0.03,23,5.0977106
0.04,23,5.0963306
0.05,23,5.09495
0.06,23,5.09357
0.07,23,5.09219
0.08,23,5.090811
0.09,23,5.08943
0.1,23,5.08805
0.11,23,5.08667
0.12,23,5.08529
0.13,23,5.083911
0.14,23,5.08253
0.15,23,5.08115
0.16,23,5.0797706
0.17,23,5.07839
0.18,23,5.07701
0.19,23,5.07563
0.2,23,5.0742497
0.21,23,5.07287
0.22,23,5.0714903
0.23,23,5.0701103
0.24,23,5.06873
0.25,23,5.0673494
0.26,23,5.06597
0.27,23,5.0645895
0.28,23,5.0632095
0.29,23,5.06183
0.3,23,5.0604496
0.31,23,5.0590696
0.32,23,5.0576897
0.33,23,5.0563097
0.34,23,5.0549297
0.35,23,5.0535493
0.36,23,5.0521693
0.37,23,5.0523295
0.38,23,5.0527773
0.39,23,5.0532246
0.4,23,5.053673
0.41,23,5.0541205
0.42,23,5.054569
0.43,23,5.0553274
0.44,23,5.056606
0.45,23,5.0578833
0.46,23,5.0591598
0.47,23,5.060438
0.48,23,5.0617146
0.49,23,5.062992
0.5,23,5.0642695
0.51,23,5.0655465
0.52,23,5.0668244
0.53,23,5.0681024
0.54,23,5.0693793
0.55,23,5.0729194
0.56,23,5.078572
0.57,23,5.084225
0.58,23,5.0898776
0.59,23,5.0975113
0.6,23,5.1056747
0.61,23,5.1138387
0.62,23,5.122002
0.63,23,5.1301656
0.64,23,5.138347
0.65,23,5.14705
0.66,23,5.155751
0.67,23,5.164453
0.68,23,5.1731544
0.69,23,5.181857
0.7,23,5.1905584
0.71,23,5.198821
0.72,23,5.2063956
0.73,23,5.2139707
0.74,23,5.2215433
0.75,23,5.2291183
0.76,23,5.236693
0.77,23,5.2442665
0.78,23,5.2527227
0.79,23,5.2613
0.8,23,5.26988
0.81,23,5.2784586
0.82,23,5.287036
0.83,23,5.2956142
0.84,23,5.3041925
0.85,23,5.312771
0.86,23,5.321349
0.87,23,5.329928
0.88,23,5.3385057
0.89,23,5.347083
0.9,23,5.3556614
0.91,23,5.3642406
0.92,23,5.3771253
0.93,23,5.392956
0.94,23,5.408786
0.95,23,5.4246154
0.96,23,5.4404454
0.97,23,5.4562764
0.98,23,5.472107
0.99,23,5.4879355
1.0,23,5.5037665
1.01,23,5.519596
1.02,23,5.5354266
1.03,23,5.5512567
1.04,23,5.567086
1.05,23,5.5834026
1.06,23,5.600006
1.07,23,5.616609
1.08,23,5.633213
1.09,23,5.6498165
1.1,23,5.66642
1.11,23,5.683023
1.12,23,5.6996274
1.13,23,5.71623
1.14,23,5.732835
1.15,23,5.749438
1.16,23,5.766042
1.17,23,5.782646
1.18,23,5.7992487
1.19,23,5.815852
1.2,23,5.8324556
1.21,23,5.8490596
1.22,23,5.865663
1.23,23,5.882267
1.24,23,5.8988705
1.25,23,5.915474
1.26,23,5.932078
1.27,23,5.948681
1.28,23,5.965285
1.29,23,5.981889
1.3,23,5.9984922
1.31,23,6.018142
1.32,23,6.041869
1.33,23,6.065596
1.34,23,6.0893226
1.35,23,6.11305
1.36,23,6.136776
1.37,23,6.1605043
1.38,23,6.184231
1.39,23,6.207958
1.4,23,6.2316847
1.41,23,6.2554126
1.42,23,6.279139
1.43,23,6.3028655
1.44,23,6.3265924
1.45,23,6.3503203
1.46,23,6.374047
1.47,23,6.3977737
1.48,23,6.4215016
1.49,23,6.4452267
1.5,23,6.4689555
1.51,23,6.4926815
1.52,23,6.5164084
1.53,23,6.540137
1.54,23,6.563863
1.55,23,6.58759
1.56,23,6.6113167
1.57,23,6.635044
1.58,23,6.658455
1.59,23,6.681772
1.6,23,6.705092
1.61,23,6.728411
1.62,23,6.75173
1.63,23,6.775049
1.64,23,6.798367
1.65,23,6.8216867
1.66,23,6.845006
1.67,23,6.8683248
1.68,23,6.8916435
1.69,23,6.9149623
1.7,23,6.938281
1.71,23,6.9616
1.72,23,6.9849195
1.73,23,7.0082383
1.74,23,7.0315566
1.75,23,7.0548744
1.76,23,7.0781946
1.77,23,7.101513
1.78,23,7.1248317
1.79,23,7.1481514
1.8,23,7.171469
1.81,23,7.194788
1.82,23,7.2181067
1.83,23,7.241427
1.84,23,7.2647448
1.85,23,7.288062
1.86,23,7.3113813
1.87,23,7.334606
1.88,23,7.355592
1.89,23,7.376579
1.9,23,7.3975654
1.91,23,7.418552
1.92,23,7.4395375
1.93,23,7.4605236
1.94,23,7.4815116
1.95,23,7.5024967
1.96,23,7.5234833
1.97,23,7.544469
1.98,23,7.565456
1.99,23,7.586443
2.0,23,7.6074286
2.01,23,7.628416
2.02,23,7.6494017
2.03,23,7.670388
2.04,23,7.6913753
