distance,hour,fare
0.0,13,4.4769344
0.01,13,4.48077
0.02,13,4.484605
0.03,13,4.48844
0.04,13,4.492275
0.05,13,4.496111
0.06,13,4.499946
0.07,13,4.503781
0.08,13,4.507616
0.09,13,4.5114512
0.1,13,4.5152864
0.11,13,4.5191216
0.12,13,4.522957
0.13,13,4.526792
0.14,13,4.530627
0.15,13,4.534462
0.16,13,4.5382977
0.17,13,4.542133
0.18,13,4.545968
0.19,13,4.549803
0.2,13,4.553638
0.21,13,4.5574737
0.22,13,4.561308
0.23,13,4.5651436
0.24,13,4.5689783
0.25,13,4.5728135
0.26,13,4.5766487
0.27,13,4.5804844
0.28,13,4.584319
0.29,13,4.5881543
0.3,13,4.5919895
0.31,13,4.5959625
0.32,13,4.6004925
0.33,13,4.6050224
0.34,13,4.6095524
0.35,13,4.614083
0.36,13,4.6186123
0.37,13,4.6231427
0.38,13,4.6276727
0.39,13,4.632202
0.4,13,4.6367326
0.41,13,4.6412625
0.42,13,4.645792
0.43,13,4.650322
0.44,13,4.6548524
0.45,13,4.659383
0.46,13,4.6639123
0.47,13,4.6684422
0.48,13,4.672972
0.49,13,4.6775026
0.5,13,4.6820326
0.51,13,4.6865625
0.52,13,4.691119
0.53,13,4.6958637
0.54,13,4.7006083
0.55,13,4.705353
0.56,13,4.7100973
0.57,13,4.714841
0.58,13,4.7195854
0.59,13,4.7243867
0.6,13,4.7292137
0.61,13,4.7340403
0.62,13,4.7388673
0.63,13,4.7436934
0.64,13,4.7485204
0.65,13,4.753347
0.66,13,4.758174
0.67,13,4.7630005
0.68,13,4.7678275
0.69,13,4.772654
0.7,13,4.7774806
0.71,13,4.782307
0.72,13,4.787392
0.73,13,4.7963066
0.74,13,4.8064547
0.75,13,4.8166027
0.76,13,4.8267493
0.77,13,4.836897
0.78,13,4.8477936
0.79,13,4.8607492
0.8,13,4.880231
0.81,13,4.905995
0.82,13,4.9317594
0.83,13,4.9575243
0.84,13,4.983289
0.85,13,5.009053
0.86,13,5.0348186
0.87,13,5.060583
0.88,13,5.086348
0.89,13,5.112113
0.9,13,5.1378775
0.91,13,5.163642
0.92,13,5.1894064
0.93,13,5.215172
0.94,13,5.245392
0.95,13,5.276246
0.96,13,5.306992
0.97,13,5.3377385
0.98,13,5.3684855
0.99,13,5.3992314
1.0,13,5.4299784
1.01,13,5.4607253
1.02,13,5.491165
1.03,13,5.5206966
1.04,13,5.549916
1.05,13,5.579137
1.06,13,5.6091948
1.07,13,5.639425
1.08,13,5.6696568
1.09,13,5.6998887
1.1,13,5.7301188
1.11,13,5.761165
1.12,13,5.7925935
1.13,13,5.8240223
1.14,13,5.8554487
1.15,13,5.8868766
1.16,13,5.9183044
1.17,13,5.949733
1.18,13,5.9811597
1.19,13,6.0125875
1.2,13,6.044016
1.21,13,6.075444
1.22,13,6.106872
1.23,13,6.1383
1.24,13,6.169728
1.25,13,6.2011547
1.26,13,6.232583
1.27,13,6.264011
1.28,13,6.295438
1.29,13,6.3268666
1.3,13,6.3582945
1.31,13,6.389723
1.32,13,6.4211493
1.33,13,6.452578
1.34,13,6.484006
1.35,13,6.515433
1.36,13,6.5456095
1.37,13,6.5755234
1.38,13,6.6054363
1.39,13,6.6353493
1.4,13,6.665262
1.41,13,6.695175
1.42,13,6.725088
1.43,13,6.7550006
1.44,13,6.784914
1.45,13,6.814827
1.46,13,6.844739
1.47,13,6.874653
1.48,13,6.903806
1.49,13,6.931826
1.5,13,6.9598455
1.51,13,6.9878664
1.52,13,7.0158854
1.53,13,7.043906
1.54,13,7.071925
1.55,13,7.099946
1.56,13,7.127966
1.57,13,7.155985
1.58,13,7.1840053
1.59,13,7.2120256
1.6,13,7.2404933
1.61,13,7.269394
1.62,13,7.298294
1.63,13,7.327194
1.64,13,7.356095
1.65,13,7.3849955
1.66,13,7.413895
1.67,13,7.442796
1.68,13,7.471696
1.69,13,7.5005956
1.7,13,7.529496
1.71,13,7.558397
1.72,13,7.5872974
1.73,13,7.616197
1.74,13,7.6450973
1.75,13,7.673998
1.76,13,7.702898
1.77,13,7.731798
1.78,13,7.7606983
1.79,13,7.7892313
1.8,13,7.81444
1.81,13,7.839649
1.82,13,7.8648567
1.83,13,7.8900676
1.84,13,7.9152756
1.85,13,7.940484
1.86,13,7.9656935
1.87,13,7.990902
1.88,13,8.01611
1.89,13,8.04132
1.9,13,8.06653
1.91,13,8.091739
1.92,13,8.116947
1.93,13,8.142156
1.94,13,8.167364
1.95,13,8.192574
1.96,13,8.217782
1.97,13,8.2429905
1.98,13,8.2682
1.99,13,8.293409
2.0,13,8.318617
2.01,13,8.343827
2.02,13,8.369036
2.03,13,8.394245
2.04,13,8.419454
2.05,13,8.444663
