distance,hour,fare
0.0,9,4.5863466
0.01,9,4.5893154
0.02,9,4.592285
0.03,9,4.595254
0.04,9,4.5982237
0.05,9,4.601193
0.06,9,4.6041617
0.07,9,4.607131
0.08,9,4.6101007
0.09,9,4.6130695
0.1,9,4.6160393
0.11,9,4.6190085
0.12,9,4.621978
0.13,9,4.624947
0.14,9,4.6279163
0.15,9,4.630885
0.16,9,4.6338544
0.17,9,4.636824
0.18,9,4.6397934
0.19,9,4.642762
0.2,9,4.6457314
0.21,9,4.648701
0.22,9,4.6516705
0.23,9,4.6546397
0.24,9,4.657609
0.25,9,4.6605783
0.26,9,4.663359
0.27,9,4.666
0.28,9,4.6686425
0.29,9,4.6712837
0.3,9,4.6739244
0.31,9,4.6765666
0.32,9,4.679208
0.33,9,4.6818495
0.34,9,4.6844907
0.35,9,4.6871324
0.36,9,4.689774
0.37,9,4.6924143
0.38,9,4.695057
0.39,9,4.6976976
0.4,9,4.7003384
0.41,9,4.702981
0.42,9,4.705622
0.43,9,4.708264
0.44,9,4.710905
0.45,9,4.7135468
0.46,9,4.7161875
0.47,9,4.718829
0.48,9,4.7214713
0.49,9,4.7241125
0.5,9,4.726754
0.51,9,4.729395
0.52,9,4.7320366
0.53,9,4.734678
0.54,9,4.7373195
0.55,9,4.7399607
0.56,9,4.7426033
0.57,9,4.745244
0.58,9,4.7478848
0.59,9,4.7505264
0.6,9,4.753168
0.61,9,4.755809
0.62,9,4.758451
0.63,9,4.761092
0.64,9,4.763734
0.65,9,4.7663755
0.66,9,4.7690163
0.67,9,4.771658
0.68,9,4.7742996
0.69,9,4.7770963
0.7,9,4.7801976
0.71,9,4.7832985
0.72,9,4.786399
0.73,9,4.7894993
0.74,9,4.792601
0.75,9,4.797869
0.76,9,4.8088293
0.77,9,4.8197904
0.78,9,4.830751
0.79,9,4.841712
0.8,9,4.8526726
0.81,9,4.863634
0.82,9,4.8747683
0.83,9,4.8864822
0.84,9,4.8981953
0.85,9,4.9099092
0.86,9,4.9216228
0.87,9,4.9333363
0.88,9,4.9437428
0.89,9,4.954103
0.9,9,4.9644623
0.91,9,4.974823
0.92,9,4.985183
0.93,9,4.995543
0.94,9,5.0059032
0.95,9,5.0162635
0.96,9,5.0266237
0.97,9,5.0369844
0.98,9,5.047344
0.99,9,5.057705
1.0,9,5.068064
1.01,9,5.0784254
1.02,9,5.088785
1.03,9,5.099145
1.04,9,5.109505
1.05,9,5.1198664
1.06,9,5.1302266
1.07,9,5.1405864
1.08,9,5.150946
1.09,9,5.161307
1.1,9,5.171666
1.11,9,5.1820264
1.12,9,5.192387
1.13,9,5.2027473
1.14,9,5.215088
1.15,9,5.236473
1.16,9,5.257859
1.17,9,5.279245
1.18,9,5.30063
1.19,9,5.322016
1.2,9,5.3434014
1.21,9,5.364787
1.22,9,5.3880424
1.23,9,5.4114103
1.24,9,5.434779
1.25,9,5.458148
1.26,9,5.4815154
1.27,9,5.504884
1.28,9,5.5282516
