distance,hour,fare
0.0,14,4.4990683
0.01,14,4.4995255
0.02,14,4.499984
0.03,14,4.501975
0.04,14,4.504118
0.05,14,4.506261
0.06,14,4.5084047
0.07,14,4.5105467
0.08,14,4.5126905
0.09,14,4.5148325
0.1,14,4.5169764
0.11,14,4.5191193
0.12,14,4.521262
0.13,14,4.523405
0.14,14,4.525548
0.15,14,4.5276914
0.16,14,4.529834
0.17,14,4.531977
0.18,14,4.53412
0.19,14,4.536263
0.2,14,4.538692
0.21,14,4.541148
0.22,14,4.544554
0.23,14,4.5494404
0.24,14,4.5543265
0.25,14,4.5592127
0.26,14,4.5640993
0.27,14,4.5689864
0.28,14,4.573872
0.29,14,4.578759
0.3,14,4.5836453
0.31,14,4.5885324
0.32,14,4.593418
0.33,14,4.5988
0.34,14,4.605244
0.35,14,4.6116896
0.36,14,4.6181345
0.37,14,4.6245775
0.38,14,4.631009
0.39,14,4.6374416
0.4,14,4.6438737
0.41,14,4.6503057
0.42,14,4.6567373
0.43,14,4.6631703
0.44,14,4.669133
0.45,14,4.6746416
0.46,14,4.680148
0.47,14,4.6856565
0.48,14,4.691164
0.49,14,4.6966715
0.5,14,4.702179
0.51,14,4.7076864
0.52,14,4.713195
0.53,14,4.718918
0.54,14,4.7248163
0.55,14,4.730714
0.56,14,4.7366133
0.57,14,4.742511
0.58,14,4.7484093
0.59,14,4.755578
0.6,14,4.7656245
0.61,14,4.7756724
0.62,14,4.7857194
0.63,14,4.795767
0.64,14,4.805814
0.65,14,4.8158617
0.66,14,4.825909
0.67,14,4.8359556
0.68,14,4.8460035
0.69,14,4.8560505
0.7,14,4.8660975
0.71,14,4.8761444
0.72,14,4.886192
0.73,14,4.8962393
0.74,14,4.9062862
0.75,14,4.9163337
0.76,14,4.9280305
0.77,14,4.9408674
0.78,14,4.9565287
0.79,14,4.972491
0.8,14,4.988453
0.81,14,5.0087214
0.82,14,5.038231
0.83,14,5.0677404
0.84,14,5.0972495
0.85,14,5.1267586
0.86,14,5.1562686
0.87,14,5.1857777
0.88,14,5.215287
0.89,14,5.2447968
0.9,14,5.274306
0.91,14,5.303816
0.92,14,5.333325
0.93,14,5.362834
0.94,14,5.3923435
0.95,14,5.4218535
0.96,14,5.4513626
0.97,14,5.4808726
0.98,14,5.5103827
0.99,14,5.5398917
1.0,14,5.569401
1.01,14,5.5989103
1.02,14,5.62842
1.03,14,5.6585355
1.04,14,5.6890564
1.05,14,5.719577
1.06,14,5.7500978
1.07,14,5.7806187
1.08,14,5.811139
1.09,14,5.8416605
1.1,14,5.872182
1.11,14,5.9027023
1.12,14,5.933222
1.13,14,5.9637437
1.14,14,5.9942646
1.15,14,6.024785
1.16,14,6.055306
1.17,14,6.0858274
1.18,14,6.116348
1.19,14,6.146868
1.2,14,6.177389
1.21,14,6.209738
1.22,14,6.2421846
1.23,14,6.2742987
1.24,14,6.306328
1.25,14,6.338356
1.26,14,6.3703833
1.27,14,6.4024124
1.28,14,6.43444
1.29,14,6.46647
1.3,14,6.498498
1.31,14,6.530379
1.32,14,6.5602903
1.33,14,6.590204
1.34,14,6.620116
1.35,14,6.6500297
1.36,14,6.679942
1.37,14,6.709856
1.38,14,6.739769
1.39,14,6.769682
1.4,14,6.799594
1.41,14,6.829508
1.42,14,6.8594203
1.43,14,6.889703
1.44,14,6.9173865
1.45,14,6.9445662
1.46,14,6.9717445
1.47,14,6.998923
1.48,14,7.026102
1.49,14,7.05328
1.5,14,7.0804586
1.51,14,7.107638
1.52,14,7.134815
1.53,14,7.161995
1.54,14,7.1891747
1.55,14,7.2163525
1.56,14,7.2435308
1.57,14,7.270709
1.58,14,7.2978888
1.59,14,7.3250656
1.6,14,7.3522453
1.61,14,7.379425
1.62,14,7.406604
1.63,14,7.4337816
1.64,14,7.4609604
1.65,14,7.488138
1.66,14,7.515317
1.67,14,7.5424957
1.68,14,7.5696745
1.69,14,7.5968533
1.7,14,7.624032
1.71,14,7.651211
1.72,14,7.6783886
1.73,14,7.7055674
1.74,14,7.732747
1.75,14,7.759926
1.76,14,7.7871037
1.77,14,7.8142824
1.78,14,7.841461
1.79,14,7.86864
1.8,14,7.8958178
1.81,14,7.9229975
1.82,14,7.9501753
1.83,14,7.977354
1.84,14,8.004533
1.85,14,8.031712
1.86,14,8.058889
1.87,14,8.086069
1.88,14,8.113248
1.89,14,8.140427
1.9,14,8.167605
1.91,14,8.194783
1.92,14,8.221963
1.93,14,8.249141
1.94,14,8.2763195
1.95,14,8.303498
1.96,14,8.330677
1.97,14,8.357579
1.98,14,8.382885
1.99,14,8.40819
2.0,14,8.4334955
2.01,14,8.458798
2.02,14,8.484105
2.03,14,8.509409
2.04,14,8.534716
2.05,14,8.56002
2.06,14,8.585324
2.07,14,8.610629
2.08,14,8.635935
2.09,14,8.661239
2.1,14,8.686544
2.11,14,8.712134
2.12,14,8.7380085
2.13,14,8.763261
2.14,14,8.787179
2.15,14,8.811098
2.16,14,8.835016
2.17,14,8.858935
2.18,14,8.882855
2.19,14,8.906678
2.2,14,8.930453
2.21,14,8.954226
2.22,14,8.978003
2.23,14,9.001775
2.24,14,9.025549
2.25,14,9.049323
2.26,14,9.073098
2.27,14,9.096871
2.28,14,9.120645
2.29,14,9.144418
2.3,14,9.168193
2.31,14,9.191967
2.32,14,9.215741
2.33,14,9.239516
2.34,14,9.26329
2.35,14,9.287065
2.36,14,9.310838
2.37,14,9.334611
2.38,14,9.358386
2.39,14,9.382158
2.4,14,9.405934
2.41,14,9.429708
2.42,14,9.453481
2.43,14,9.477257
2.44,14,9.50103
2.45,14,9.524805
2.46,14,9.548577
2.47,14,9.572352
2.48,14,9.596126
2.49,14,9.619902
2.5,14,9.643674
2.51,14,9.667449
2.52,14,9.691222
2.53,14,9.714997
2.54,14,9.738771
2.55,14,9.762545
2.56,14,9.786319
2.57,14,9.810094
2.58,14,9.833867
2.59,14,9.857641
2.6,14,9.881415
2.61,14,9.9051895
2.62,14,9.928964
2.63,14,9.952118
2.64,14,9.9746065
2.65,14,9.997096
2.66,14,10.019584
2.67,14,10.042073
2.68,14,10.064563
2.69,14,10.087052
2.7,14,10.109541
2.71,14,10.13203
2.72,14,10.154519
2.73,14,10.177009
2.74,14,10.199498
2.75,14,10.221986
2.76,14,10.244475
2.77,14,10.266965
2.78,14,10.2894535
2.79,14,10.311942
2.8,14,10.334431
2.81,14,10.356921
2.82,14,10.379411
2.83,14,10.401898
2.84,14,10.424387
2.85,14,10.4468775
2.86,14,10.469365
2.87,14,10.491853
2.88,14,10.514343
2.89,14,10.536833
2.9,14,10.559321
2.91,14,10.581811
2.92,14,10.6043
2.93,14,10.626789
2.94,14,10.649278
2.95,14,10.671767
2.96,14,10.694255
2.97,14,10.716744
2.98,14,10.739234
2.99,14,10.7617235
3.0,14,10.784211
3.01,14,10.806701
3.02,14,10.828763
3.03,14,10.848552
3.04,14,10.868343
3.05,14,10.888134
3.06,14,10.907926
3.07,14,10.927716
3.08,14,10.947507
3.09,14,10.967298
3.1,14,10.987087
3.11,14,11.00688
3.12,14,11.0266695
3.13,14,11.04646
3.14,14,11.066253
3.15,14,11.086042
3.16,14,11.105832
3.17,14,11.125623
3.18,14,11.145415
3.19,14,11.165206
3.2,14,11.184997
3.21,14,11.204787
3.22,14,11.224578
3.23,14,11.244369
3.24,14,11.26416
3.25,14,11.28395
3.26,14,11.303741
3.27,14,11.323532
3.28,14,11.343322
3.29,14,11.363114
3.3,14,11.382904
3.31,14,11.402696
3.32,14,11.422486
3.33,14,11.442278
3.34,14,11.462067
3.35,14,11.481859
3.36,14,11.50165
3.37,14,11.521441
3.38,14,11.541231
3.39,14,11.561023
3.4,14,11.580813
3.41,14,11.600604
3.42,14,11.620395
3.43,14,11.640185
3.44,14,11.659976
3.45,14,11.6839285
3.46,14,11.708024
3.47,14,11.7321205
3.48,14,11.756215
3.49,14,11.780312
3.5,14,11.804407
3.51,14,11.828504
3.52,14,11.852599
3.53,14,11.876696
3.54,14,11.900792
3.55,14,11.924887
3.56,14,11.948982
3.57,14,11.973079
3.58,14,11.997175
3.59,14,12.021271
3.6,14,12.045368
3.61,14,12.069318
3.62,14,12.091912
3.63,14,12.114503
3.64,14,12.137097
3.65,14,12.15969
3.66,14,12.182283
3.67,14,12.204878
3.68,14,12.227471
3.69,14,12.250062
3.7,14,12.272658
3.71,14,12.295252
3.72,14,12.317843
3.73,14,12.340436
3.74,14,12.36303
3.75,14,12.385625
3.76,14,12.408218
3.77,14,12.430811
3.78,14,12.4534025
3.79,14,12.475995
3.8,14,12.498591
3.81,14,12.521184
3.82,14,12.543776
3.83,14,12.566369
3.84,14,12.588963
3.85,14,12.611556
3.86,14,12.6341505
3.87,14,12.656743
3.88,14,12.6815
3.89,14,12.707122
3.9,14,12.732745
3.91,14,12.758368
3.92,14,12.783992
3.93,14,12.809612
3.94,14,12.835235
3.95,14,12.860857
3.96,14,12.88648
3.97,14,12.912102
3.98,14,12.937724
3.99,14,12.963346
4.0,14,12.988969
4.01,14,13.014591
4.02,14,13.040214
4.03,14,13.065834
4.04,14,13.091457
4.05,14,13.11708
4.06,14,13.142702
4.07,14,13.168324
4.08,14,13.193949
4.09,14,13.219569
4.1,14,13.245192
4.11,14,13.270816
4.12,14,13.296437
4.13,14,13.322061
4.14,14,13.347681
4.15,14,13.373303
4.16,14,13.398928
4.17,14,13.424549
4.18,14,13.450171
4.19,14,13.475793
4.2,14,13.501415
4.21,14,13.527038
4.22,14,13.552659
4.23,14,13.578282
4.24,14,13.603906
4.25,14,13.629528
4.26,14,13.655149
4.27,14,13.680773
4.28,14,13.706393
4.29,14,13.732017
4.3,14,13.757638
4.31,14,13.783261
4.32,14,13.808885
4.33,14,13.834506
4.34,14,13.860128
4.35,14,13.885752
4.36,14,13.911372
4.37,14,13.9369955
4.38,14,13.962618
4.39,14,13.988239
4.4,14,14.013863
4.41,14,14.039485
4.42,14,14.065108
4.43,14,14.09073
4.44,14,14.116353
4.45,14,14.1419735
4.46,14,14.167598
4.47,14,14.193217
4.48,14,14.218841
4.49,14,14.244462
4.5,14,14.270085
4.51,14,14.295709
4.52,14,14.32133
4.53,14,14.346952
4.54,14,14.372575
4.55,14,14.398198
4.56,14,14.4238205
4.57,14,14.449443
4.58,14,14.475065
4.59,14,14.499933
4.6,14,14.524146
4.61,14,14.548362
4.62,14,14.572577
4.63,14,14.596791
4.64,14,14.621006
4.65,14,14.64522
4.66,14,14.6694355
4.67,14,14.69365
4.68,14,14.717867
4.69,14,14.742078
4.7,14,14.766295
4.71,14,14.790509
4.72,14,14.814725
4.73,14,14.838941
4.74,14,14.8631525
4.75,14,14.88737
4.76,14,14.911584
4.77,14,14.935798
4.78,14,14.960016
4.79,14,14.984227
4.8,14,15.008441
4.81,14,15.032657
4.82,14,15.056872
4.83,14,15.081086
4.84,14,15.105302
4.85,14,15.129518
4.86,14,15.153731
4.87,14,15.177947
4.88,14,15.20216
4.89,14,15.226377
4.9,14,15.25059
4.91,14,15.274802
4.92,14,15.29902
4.93,14,15.323236
4.94,14,15.347449
4.95,14,15.371665
4.96,14,15.395877
4.97,14,15.420094
4.98,14,15.444308
4.99,14,15.468523
5.0,14,15.492739
5.01,14,15.5169525
5.02,14,15.541168
5.03,14,15.565383
5.04,14,15.589597
5.05,14,15.6138115
5.06,14,15.638026
5.07,14,15.662242
5.08,14,15.686455
5.09,14,15.710671
5.1,14,15.734885
5.11,14,15.7591
5.12,14,15.783314
5.13,14,15.8075285
5.14,14,15.831745
5.15,14,15.85596
5.16,14,15.880174
5.17,14,15.904389
5.18,14,15.928603
5.19,14,15.952819
5.2,14,15.977033
5.21,14,16.001247
5.22,14,16.025463
5.23,14,16.049675
5.24,14,16.073893
5.25,14,16.098106
5.26,14,16.12232
5.27,14,16.146536
5.28,14,16.17075
5.29,14,16.194965
5.3,14,16.218063
5.31,14,16.24078
5.32,14,16.2635
5.33,14,16.286217
5.34,14,16.308933
5.35,14,16.33165
5.36,14,16.354366
5.37,14,16.377083
5.38,14,16.399801
5.39,14,16.422518
5.4,14,16.445232
5.41,14,16.467953
5.42,14,16.490667
5.43,14,16.513386
5.44,14,16.5361
5.45,14,16.558817
5.46,14,16.581535
5.47,14,16.604252
5.48,14,16.62697
5.49,14,16.649685
5.5,14,16.672401
5.51,14,16.695118
5.52,14,16.717834
5.53,14,16.740555
5.54,14,16.763271
5.55,14,16.785986
5.56,14,16.808704
5.57,14,16.83142
5.58,14,16.854136
5.59,14,16.876854
5.6,14,16.899569
5.61,14,16.922287
5.62,14,16.945004
5.63,14,16.96772
5.64,14,16.990438
5.65,14,17.013155
5.66,14,17.035872
5.67,14,17.05859
5.68,14,17.081306
5.69,14,17.104023
5.7,14,17.12674
5.71,14,17.149458
5.72,14,17.172174
5.73,14,17.19489
5.74,14,17.217606
5.75,14,17.240324
5.76,14,17.263039
5.77,14,17.285757
5.78,14,17.308474
5.79,14,17.331194
5.8,14,17.353909
5.81,14,17.376627
5.82,14,17.399342
5.83,14,17.42206
5.84,14,17.444777
5.85,14,17.467495
5.86,14,17.490208
5.87,14,17.512928
5.88,14,17.535645
5.89,14,17.558361
5.9,14,17.581076
5.91,14,17.603794
5.92,14,17.62651
5.93,14,17.649227
5.94,14,17.671944
5.95,14,17.694664
5.96,14,17.717379
5.97,14,17.740095
5.98,14,17.762812
5.99,14,17.785528
6.0,14,17.808245
6.01,14,17.830963
6.02,14,17.85368
6.03,14,17.876396
6.04,14,17.899113
6.05,14,17.921831
6.06,14,17.944548
6.07,14,17.967264
6.08,14,17.98998
6.09,14,18.012695
6.1,14,18.035416
6.11,14,18.058132
6.12,14,18.080849
6.13,14,18.103565
6.14,14,18.12628
6.15,14,18.148996
6.16,14,18.171719
6.17,14,18.194433
6.18,14,18.217148
6.19,14,18.239868
6.2,14,18.26258
6.21,14,18.2853
6.22,14,18.308018
6.23,14,18.330734
6.24,14,18.353455
6.25,14,18.376167
6.26,14,18.398886
6.27,14,18.421602
6.28,14,18.444317
6.29,14,18.467035
6.3,14,18.489754
6.31,14,18.512466
